city,city_raw,condition_id,question,target_date,fetched_at,days_ahead,bin_temp_c,forecast_mu,forecast_sigma,forecast_prob,market_prob,market_prob_raw,edge,abs_edge,bet_side,our_prob,their_prob,liquidity,volume_24h,day_kl_div,n_bins,market_mode_c,forecast_mode_c,mode_shift_c,kelly,ev_per_$,score
HK,hong_kong,0xc18297b11143e18625fe2c034fe6eace51adfda677eae436d14c78ae6e901472,Will the highest temperature in Hong Kong be 21°C on March 19?,2026-03-20,2026-03-18 08:11:21.603531+00:00,1.66,21.0,24.1,1.2,0.1234,0.0182,0.0055,0.1052,0.1052,Yes,0.1234,0.0182,1182.83421,841.6596159999999,1.6556,5,27.0,24.1,-2.9,0.026787533102464862,5.780219780219779,0.34465243041098775
HK,hong_kong,0x39f8533907560ba4a67047a7281e5002e5ed3b9deeaffab47fcb38cc0a94f403,Will the highest temperature in Hong Kong be 20°C on March 23?,2026-03-23,2026-03-20 12:05:35.063053+00:00,2.5,20.0,26.9,1.6,0.0021,0.1574,0.0155,-0.1553,0.1553,No,0.9979,0.8426,424.52411,93.5506,0.5629,3,23.0,26.9,3.9,0.15,0.1843104676002849,0.3133602819674053
HK,hong_kong,0xc4b95daabde86af85b1f4cc20398ad96924020cf346134713e3314f61f2e476a,Will the highest temperature in Hong Kong be 22°C on March 23?,2026-03-23,2026-03-20 18:05:38.345092+00:00,2.25,22.0,27.1,1.6,0.0072,0.1127,0.04,-0.1054,0.1054,No,0.9928,0.8873,838.39161,95.5816,0.0916,2,27.0,27.1,0.1,0.15,0.11890003381043623,0.25804516119338355
London,london,0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,Will the highest temperature in London be 15°C on March 20?,2026-03-20,2026-03-20 06:02:03.074735+00:00,-0.25,15.0,15.4,0.8,0.7754,0.4537,0.375,0.3216,0.3216,Yes,0.7754,0.4537,956.0755,6570.1407960000015,0.2166,3,14.0,15.4,1.4,0.14721764598206113,0.7090588494599956,8.829698165909345
London,london,0x8275cd63ad18328ca4a25420445fcaf3482ae376284a19a9a866a79edc0eb098,Will the highest temperature in London be 14°C on March 20?,2026-03-20,2026-03-20 06:02:03.074735+00:00,-0.25,14.0,15.4,0.8,0.2246,0.5445,0.45,-0.3198,0.3198,No,0.7754,0.4555,808.4452,7049.310672,0.2166,3,14.0,15.4,1.4,0.14687786960514232,0.7023051591657519,8.56596973637862
London,london,0x41bc8d9e5cc22058f35cda764de3554de98fbfd03f7ae87109707a67e1c65a9b,Will the highest temperature in London be 16°C on March 20?,2026-03-20,2026-03-19 18:02:16.066699+00:00,0.25,16.0,15.2,0.8,0.9484,0.2959,0.054,0.6525,0.6525,Yes,0.9484,0.2959,1229.97186,4835.203302,0.9712,4,13.0,15.2,2.2,0.15,2.20513687056438,6.190536561819609
London,london,0x9da43fc13052a599af24f739f920b793eedc6614b68486b09e55375b27872724,Will the highest temperature in London be 13°C on March 20?,2026-03-20,2026-03-19 18:02:16.066699+00:00,0.25,13.0,15.2,0.8,0.0516,0.6849,0.125,-0.6333,0.6333,No,0.9484,0.3151,1316.326,6304.0340300000025,0.9712,4,13.0,15.2,2.2,0.15,2.0098381466201207,6.065628511336212
London,london,0x5b9918299b1321788cde08a892254ca8eafaf3b924eb1f8eb85e6fa66ebcd238,Will the highest temperature in London be 18°C on March 19?,2026-03-19,2026-03-18 18:02:05.763591+00:00,0.25,18.0,16.1,0.8,0.0547,0.2278,0.1165,-0.173,0.173,No,0.9453,0.7722,944.44244,6552.683239999995,0.149,3,16.0,16.1,0.1,0.15,0.22416472416472422,1.5804479606049515
London,london,0xffb186cb586f2e2d6ae889e15ee417d6ef995820360c472fea6e399967817fab,Will the highest temperature in London be 15°C on March 19?,2026-03-19,2026-03-18 18:02:05.763591+00:00,0.25,15.0,16.1,0.8,0.2882,0.1466,0.075,0.1416,0.1416,Yes,0.2882,0.1466,939.0268,6750.580602,0.149,3,16.0,16.1,0.1,0.04148113428638388,0.965893587994543,1.292507503181631
London,london,0xf7640ac4324bc2d1cd6e14c561e2fd9aef2483d96b61b7ddc84d1775022a268c,Will the highest temperature in London be 19°C on March 18?,2026-03-18,2026-03-17 23:20:41.010914+00:00,0.03,19.0,17.9,0.8,0.2174,0.1323,0.115,0.0851,0.0851,Yes,0.2174,0.1323,1270.5433,4652.621751999999,0.0775,4,18.0,17.9,-0.1,0.024518842918059242,0.6432350718065005,1.1477238923405964
London,london,0xa3ad99ec37982ad5ba140618ed98dca878f1168c858d85e4b6aa574fd018bc91,Will the highest temperature in London be 13°C on March 22?,2026-03-22,2026-03-21 12:02:04.116668+00:00,0.5,13.0,13.0,0.8,0.6384,0.5159,0.405,0.1225,0.1225,Yes,0.6384,0.5159,2136.1343,2442.82787,0.0459,3,13.0,13.0,0.0,0.06326172278454863,0.2374491180461329,0.9392345845606693
London,london,0x5b9918299b1321788cde08a892254ca8eafaf3b924eb1f8eb85e6fa66ebcd238,Will the highest temperature in London be 18°C on March 19?,2026-03-19,2026-03-18 18:15:37.104127+00:00,0.24,18.0,16.4,0.8,0.1292,0.2237,0.1095,-0.0945,0.0945,No,0.8708,0.7763,816.87346,6657.853239999995,0.0311,3,16.0,16.4,0.4,0.10561019222172559,0.12173128944995493,0.8564646906210163
London,london,0x27cadf7c04045e625edfa3b879119129f9cb41d61e770855ec91731a34602109,Will the highest temperature in London be 17°C on March 19?,2026-03-19,2026-03-18 08:07:51.793318+00:00,0.66,17.0,16.1,0.8,0.9219,0.8048,0.235,0.1171,0.1171,Yes,0.9219,0.8048,2047.5996,4231.382590000003,0.0738,3,17.0,16.1,-0.9,0.1499743852459017,0.14550198807157066,0.7697216914061099
London,london,0x6e5e5cca4f4f55d2554baa134176745287d3c95a3a861ad8ff763d5d4c19346b,Will the highest temperature in London be 13°C on March 23?,2026-03-23,2026-03-21 12:02:04.116602+00:00,1.5,13.0,13.0,1.2,0.4897,0.2743,0.24,0.2154,0.2154,Yes,0.4897,0.2743,1205.0087,423.177079,0.1201,4,14.0,13.0,-1.0,0.07420421661843737,0.7852716004374773,0.7641392103713202
London,london,0x6e5e5cca4f4f55d2554baa134176745287d3c95a3a861ad8ff763d5d4c19346b,Will the highest temperature in London be 13°C on March 23?,2026-03-23,2026-03-21 06:02:02.529303+00:00,1.75,13.0,14.4,1.2,0.2848,0.5288,0.285,-0.2439,0.2439,No,0.7152,0.4712,903.831,454.187139,0.125,3,13.0,14.4,1.4,0.11535552193645988,0.5178268251273344,0.7379599033548432
London,london,0xc0bb95fcf7fe52be303254e47fd8065cedb1530e9629fc8021f5ce0ca3dd8a0f,Will the highest temperature in London be 14°C on March 24?,2026-03-24,2026-03-22 06:02:05.981428+00:00,1.75,14.0,13.8,1.2,0.5987,0.3717,0.26,0.227,0.227,Yes,0.5987,0.3717,1005.7219,647.936091,0.1455,4,15.0,13.8,-1.2,0.09032309406334556,0.6107075598601024,0.697591650719193
London,london,0xef8436832e2e9beee6be2d363f201048b59f5777de734960aaa8f7d3f65303f0,Will the highest temperature in London be 15°C on March 23?,2026-03-23,2026-03-21 06:02:02.529303+00:00,1.75,15.0,14.4,1.2,0.4812,0.2968,0.16,0.1844,0.1844,Yes,0.4812,0.2968,1612.7127,373.65711099999993,0.125,3,13.0,14.4,1.4,0.06555745164960182,0.6212938005390836,0.6053477322170915
London,london,0x09955db89cab5567cac573d2552f598a7c44b1716d081115f04b30f224c496b7,Will the highest temperature in London be 12°C on March 24?,2026-03-24,2026-03-22 12:02:06.707733+00:00,1.5,12.0,14.0,1.2,0.1968,0.0521,0.032,0.1447,0.1447,Yes,0.1968,0.0521,1474.86882,498.447943,0.1522,6,15.0,14.0,-1.0,0.038163308365861376,2.777351247600768,0.5279381038068405
London,london,0x9da43fc13052a599af24f739f920b793eedc6614b68486b09e55375b27872724,Will the highest temperature in London be 13°C on March 20?,2026-03-20,2026-03-18 08:07:51.793182+00:00,1.66,13.0,14.1,1.2,0.3531,0.2375,0.095,0.1156,0.1156,Yes,0.3531,0.2375,1715.1824,643.1455679999999,0.0339,3,14.0,14.1,0.1,0.03790163934426229,0.48673684210526336,0.39859830318193845
London,london,0x9793d9a0812dfb13c156d9f85c6fc9fe00a1e718e156757fa265d35f7502fd85,Will the highest temperature in London be 11°C on March 22?,2026-03-22,2026-03-19 07:19:07.089868+00:00,2.7,11.0,13.0,1.6,0.3173,0.1613,0.0125,0.156,0.156,Yes,0.3173,0.1613,1782.70606,999.469735,0.0793,3,12.0,13.0,1.0,0.04650053654465245,0.9671419714817113,0.364964366080801
London,london,0xf6a0cfe4bd8d2b3cf3b476ad5efaf7599e3d3379001ab25b2cbb43ae06354f7a,Will the highest temperature in London be 15°C on March 24?,2026-03-24,2026-03-22 06:02:05.981428+00:00,1.75,15.0,13.8,1.2,0.3784,0.4932,0.345,-0.1148,0.1148,No,0.6216,0.5068,931.1334,522.92219,0.1455,4,15.0,13.8,-1.2,0.058191403081914034,0.22651933701657456,0.34886321672172443
London,london,0x459856bef5a1299c7810eed2aad646f2ea771713aab4aa6bf3e49a3fd1ac5e45,Will the highest temperature in London be 12°C on March 20?,2026-03-20,2026-03-17 23:20:41.010961+00:00,2.03,12.0,14.1,1.6,0.2007,0.0814,0.055,0.1194,0.1194,Yes,0.2007,0.0814,1341.4321,491.3817440000001,0.1093,5,15.0,14.1,-0.9,0.03246788591334639,1.4656019656019654,0.3399000975454692
London,london,0x8275cd63ad18328ca4a25420445fcaf3482ae376284a19a9a866a79edc0eb098,Will the highest temperature in London be 14°C on March 20?,2026-03-20,2026-03-18 08:07:51.793182+00:00,1.66,14.0,14.1,1.2,0.5232,0.625,0.25,-0.1018,0.1018,No,0.4768,0.375,1308.9511,640.949043,0.0339,3,14.0,14.1,0.1,0.04072,0.27146666666666674,0.3382844675381843
London,london,0x459856bef5a1299c7810eed2aad646f2ea771713aab4aa6bf3e49a3fd1ac5e45,Will the highest temperature in London be 12°C on March 20?,2026-03-20,2026-03-17 23:10:24.292327+00:00,2.03,12.0,14.1,1.6,0.2007,0.0884,0.055,0.1124,0.1124,Yes,0.2007,0.0884,1115.7337,491.3817440000001,0.0777,5,15.0,14.1,-0.9,0.030797498903027635,1.2703619909502262,0.31179508384825433
London,london,0x7f0e782e2f60487fc53495a769f4559de745b5175113b8ffd197d038d170167e,Will the highest temperature in London be 14°C on March 23?,2026-03-23,2026-03-21 12:02:04.116602+00:00,1.5,14.0,13.0,1.2,0.3529,0.44,0.385,-0.0871,0.0871,No,0.6471,0.56,690.7764,340.721711,0.1201,4,14.0,13.0,-1.0,0.04948863636363635,0.1555357142857141,0.28478489415677166
London,london,0x887290b86db907bf71381a877a560ceffb5c6af1511ad2a99e13aa4af136156e,Will the highest temperature in London be 17°C on March 24?,2026-03-24,2026-03-22 06:02:05.981428+00:00,1.75,17.0,13.8,1.2,0.021,0.1101,0.077,-0.089,0.089,No,0.979,0.8899,1329.68904,468.484643,0.1455,4,15.0,13.8,-1.2,0.15,0.10012360939431386,0.2845409966400775
London,london,0x459856bef5a1299c7810eed2aad646f2ea771713aab4aa6bf3e49a3fd1ac5e45,Will the highest temperature in London be 12°C on March 20?,2026-03-20,2026-03-17 22:28:14.280447+00:00,2.06,12.0,14.1,1.6,0.2007,0.0995,0.065,0.1013,0.1013,Yes,0.2007,0.0995,1246.119,483.5817440000001,0.0779,5,15.0,14.1,-0.9,0.02809550249861188,1.0170854271356782,0.28208058820190174
London,london,0x48161d4bafbf43e7527b594a9318016b90115e261eb54822c599fd5578a0ecc6,Will the highest temperature in London be 17°C on March 20?,2026-03-20,2026-03-17 23:20:41.010961+00:00,2.03,17.0,14.1,1.6,0.0942,0.182,0.123,-0.0878,0.0878,No,0.9058,0.818,846.69184,469.26761,0.1093,5,15.0,14.1,-0.9,0.1206043956043957,0.10733496332518344,0.23398933116013867
London,london,0x48161d4bafbf43e7527b594a9318016b90115e261eb54822c599fd5578a0ecc6,Will the highest temperature in London be 17°C on March 20?,2026-03-20,2026-03-17 22:28:14.280447+00:00,2.06,17.0,14.1,1.6,0.0942,0.1783,0.1165,-0.0841,0.0841,No,0.9058,0.8217,856.1991,460.424879,0.0779,5,15.0,14.1,-0.9,0.11791923724060574,0.10234878909577705,0.22186861912873113
London,london,0x58623aabeb345e4e988c5da194fb0e02e1b1609709fd444556150e4d708cd927,Will the highest temperature in London be 12°C on March 22?,2026-03-22,2026-03-19 07:19:07.089868+00:00,2.7,12.0,13.0,1.6,0.5595,0.6452,0.05,-0.0857,0.0857,No,0.4405,0.3548,1934.2607,897.2176100000001,0.0793,3,12.0,13.0,1.0,0.03320675759454432,0.24154453213077787,0.2026804283620566
Seoul,seoul,0xc06bb60be7cd70ea277107e3e222dc85d594fd0f503f944bf2d2fe270bc32c2f,Will the highest temperature in Seoul be 10°C on March 20?,2026-03-20,2026-03-19 18:01:11.143462+00:00,0.25,10.0,12.0,0.8,0.1002,0.7487,0.21,-0.6485,0.6485,No,0.8998,0.2513,808.3606,5526.783953000002,1.0259,5,10.0,12.0,2.0,0.15,2.5805809789096696,5.79001945702088
Seoul,seoul,0xb892706d8b722142e5545305b6971debba1a97ec0480a6f7dbcbb690d20f1e32,Will the highest temperature in Seoul be 13°C on March 21?,2026-03-21,2026-03-20 18:01:02.993269+00:00,0.25,13.0,12.0,0.8,0.8887,0.3063,0.0925,0.5824,0.5824,Yes,0.8887,0.3063,682.11353,4950.385356000001,0.7454,4,10.0,12.0,2.0,0.15,1.901403852432256,5.068169874907728
Seoul,seoul,0x7fda9f350653a2ad7cb568a5c51311d5c258367ee64bd31f4b3e64107f343c15,Will the highest temperature in Seoul be 10°C on March 21?,2026-03-21,2026-03-20 18:01:02.993269+00:00,0.25,10.0,12.0,0.8,0.1113,0.6788,0.205,-0.5675,0.5675,No,0.8887,0.3212,782.6415,7005.042804,0.7454,4,10.0,12.0,2.0,0.15,1.7668119551681198,5.042390078324102
Seoul,seoul,0x52c96889da6e24ac2d9163b909c856e608127bc8e6a41d20dd3ae2348260e38e,Will the highest temperature in Seoul be 13°C on March 20?,2026-03-20,2026-03-19 18:01:11.143462+00:00,0.25,13.0,12.0,0.8,0.7997,0.1907,0.0535,0.609,0.609,Yes,0.7997,0.1907,488.30124,5541.813776000002,1.0259,5,10.0,12.0,2.0,0.15,3.193497640272679,5.028698406009848
Seoul,seoul,0xbfac942af7cdd277dbb177bb5e790b1f0690eaf0012ff6ae413cede38ae0edde,Will the highest temperature in Seoul be 8°C on March 18?,2026-03-18,2026-03-17 23:19:41.987045+00:00,0.03,8.0,7.2,0.8,0.8577,0.6255,0.43,0.2322,0.2322,Yes,0.8577,0.6255,910.534,5982.224889,0.1519,4,8.0,7.2,-0.8,0.15,0.3712230215827339,2.985797979849648
Seoul,seoul,0x997d15131431909ef5165618bce65c081a00a7e9e1676254397c8d7e8e644626,Will the highest temperature in Seoul be 12°C on March 22?,2026-03-22,2026-03-21 06:01:02.575598+00:00,0.75,12.0,15.2,0.8,0.9949,0.5705,0.085,0.4245,0.4245,Yes,0.9949,0.5705,2231.9659,4547.467447999998,0.532,3,12.0,15.2,3.2,0.15,0.743908851884312,2.6186847990754676
Seoul,seoul,0x0c04a4ddcc83d03961ccc3773c7ee6224f764a78daa6285d2ad658abfb098c89,Will the highest temperature in Seoul be 13°C on March 23?,2026-03-23,2026-03-22 06:01:05.192746+00:00,0.75,13.0,16.3,0.8,1.0,0.5566,0.0295,0.4434,0.4434,Yes,1.0,0.5566,1584.98911,5889.107702999999,0.5858,5,13.0,16.3,3.3,0.15,0.7966223499820337,2.6139187454334594
Seoul,seoul,0xc8d185151133f9bfa0346d9773804d8a3981d6b93c492b75b38df666a5389a68,Will the highest temperature in Seoul be 9°C on March 18?,2026-03-18,2026-03-17 23:19:41.987045+00:00,0.03,9.0,7.2,0.8,0.1423,0.3273,0.225,-0.185,0.185,No,0.8577,0.6727,1326.4779,5460.549285000002,0.1519,4,8.0,7.2,-0.8,0.14130766880537735,0.2750111491006393,2.5100786404745277
Seoul,seoul,0xf3a94481567220c785ccd8921991e9aa5d460469b60f02d610bb3e22ced13d63,Will the highest temperature in Seoul be 11°C on March 22?,2026-03-22,2026-03-21 06:01:02.575598+00:00,0.75,11.0,15.2,0.8,0.0051,0.3389,0.0505,-0.3339,0.3339,No,0.9949,0.6611,3287.30328,4906.534828,0.532,3,12.0,15.2,3.2,0.15,0.504916049009227,2.1631716816663493
