ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early,fetched_at_utc
KXHIGHTSFO-26SEP25-T74,active,,0.05,0.06,607.0,36.0,0.94,0.95,0.06,0.0,1041.01,1041.01,1001.81,0.0,,,,,0.0,0.0,2026-09-24T14:00:01.678745Z,2026-09-26T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP25-T67,active,,0.0,0.01,0.0,88.0,0.99,1.0,0.01,0.0,480.04,480.04,395.04,0.0,,,,,0.0,0.0,2026-09-24T14:00:01.678745Z,2026-09-26T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP25-B73.5,active,,0.19,0.2,77.0,1.0,0.8,0.81,0.19,0.0,2166.6,2166.6,1800.51,0.0,,,,,0.0,0.0,2026-09-24T14:00:01.678745Z,2026-09-26T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP25-B71.5,active,,0.35,0.36,5.0,77.3,0.64,0.65,0.36,0.0,690.48,690.48,650.93,0.0,,,,,0.0,0.0,2026-09-24T14:00:01.678745Z,2026-09-26T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP25-B69.5,active,,0.32,0.33,3.1,65.0,0.67,0.68,0.32,0.0,685.49,685.49,648.49,0.0,,,,,0.0,0.0,2026-09-24T14:00:01.678745Z,2026-09-26T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP25-B67.5,active,,0.06,0.07,1.95,74.1,0.93,0.94,0.06,0.0,585.97,585.97,543.01,0.0,,,,,0.0,0.0,2026-09-24T14:00:01.678745Z,2026-09-26T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP24-T79,active,,0.0,0.01,0.0,9892.11,0.99,1.0,0.01,0.17,20286.08,18142.96,12055.88,0.0,,,,,0.16,0.17,2026-09-23T14:00:01.572358Z,2026-09-25T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP24-T72,active,,0.0,0.01,0.0,151121.85,0.99,1.0,0.01,0.16,12572.62,10653.15,7757.77,0.0,,,,,0.14,0.15,2026-09-23T14:00:01.572358Z,2026-09-25T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP24-B78.5,active,,0.0,0.01,0.0,8284.56,0.99,1.0,0.01,0.16,14185.55,13168.63,8972.32,0.0,,,,,0.15,0.16,2026-09-23T14:00:01.572358Z,2026-09-25T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP24-B76.5,active,,0.99,1.0,12818.89,0.0,0.0,0.01,0.99,0.24,20957.93,20099.63,10813.9,0.0,,,,,0.23,0.24,2026-09-23T14:00:01.572358Z,2026-09-25T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP24-B74.5,active,,0.0,0.01,0.0,144085.17,0.99,1.0,0.01,0.19,8028.69,7396.56,5667.75,0.0,,,,,0.17,0.18,2026-09-23T14:00:01.572358Z,2026-09-25T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP24-B72.5,active,,0.0,0.01,0.0,109966.65,0.99,1.0,0.01,0.19,8524.67,7412.1,6262.06,0.0,,,,,0.19,0.2,2026-09-23T14:00:01.572358Z,2026-09-25T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP23-T82,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2522.89,0.0,2120.56,0.0,78.00,78.0,2026-09-24T14:12:48.10344Z,0.0,0.0,0.01,2026-09-24T14:12:48.326553Z,2026-09-24T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
KXHIGHTSFO-26SEP23-T75,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,42667.92,661.14,20841.36,0.0,78.00,78.0,2026-09-24T14:12:48.10344Z,0.0,0.0,0.01,2026-09-24T14:12:48.326553Z,2026-09-24T14:00:00Z,True,2026-09-25T05:03:39.226118+00:00
