city,fetched_at_utc,datetime_local,datetime_utc,temp_c,precip_prob_pct
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T00:00,2026-07-12T04:00:00+00:00,22.5,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T01:00,2026-07-12T05:00:00+00:00,21.6,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T02:00,2026-07-12T06:00:00+00:00,22.4,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T03:00,2026-07-12T07:00:00+00:00,21.5,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T04:00,2026-07-12T08:00:00+00:00,21.6,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T05:00,2026-07-12T09:00:00+00:00,20.4,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T06:00,2026-07-12T10:00:00+00:00,21.0,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T07:00,2026-07-12T11:00:00+00:00,22.4,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T08:00,2026-07-12T12:00:00+00:00,23.7,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T09:00,2026-07-12T13:00:00+00:00,25.2,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T10:00,2026-07-12T14:00:00+00:00,26.6,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T11:00,2026-07-12T15:00:00+00:00,27.2,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T12:00,2026-07-12T16:00:00+00:00,28.9,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T13:00,2026-07-12T17:00:00+00:00,29.6,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T14:00,2026-07-12T18:00:00+00:00,30.1,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T15:00,2026-07-12T19:00:00+00:00,29.8,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T16:00,2026-07-12T20:00:00+00:00,29.2,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T17:00,2026-07-12T21:00:00+00:00,29.0,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T18:00,2026-07-12T22:00:00+00:00,26.8,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T19:00,2026-07-12T23:00:00+00:00,26.2,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T20:00,2026-07-13T00:00:00+00:00,24.7,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T21:00,2026-07-13T01:00:00+00:00,22.6,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T22:00,2026-07-13T02:00:00+00:00,21.7,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-12T23:00,2026-07-13T03:00:00+00:00,21.2,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T00:00,2026-07-13T04:00:00+00:00,20.7,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T01:00,2026-07-13T05:00:00+00:00,19.9,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T02:00,2026-07-13T06:00:00+00:00,19.2,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T03:00,2026-07-13T07:00:00+00:00,18.7,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T04:00,2026-07-13T08:00:00+00:00,18.4,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T05:00,2026-07-13T09:00:00+00:00,18.3,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T06:00,2026-07-13T10:00:00+00:00,19.0,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T07:00,2026-07-13T11:00:00+00:00,20.9,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T08:00,2026-07-13T12:00:00+00:00,23.9,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T09:00,2026-07-13T13:00:00+00:00,26.0,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T10:00,2026-07-13T14:00:00+00:00,27.6,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T11:00,2026-07-13T15:00:00+00:00,28.7,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T12:00,2026-07-13T16:00:00+00:00,29.6,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T13:00,2026-07-13T17:00:00+00:00,30.0,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T14:00,2026-07-13T18:00:00+00:00,30.6,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T15:00,2026-07-13T19:00:00+00:00,29.7,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T16:00,2026-07-13T20:00:00+00:00,29.0,0
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T17:00,2026-07-13T21:00:00+00:00,28.1,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T18:00,2026-07-13T22:00:00+00:00,27.2,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T19:00,2026-07-13T23:00:00+00:00,26.2,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T20:00,2026-07-14T00:00:00+00:00,25.1,2
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T21:00,2026-07-14T01:00:00+00:00,24.1,2
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T22:00,2026-07-14T02:00:00+00:00,23.5,2
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-13T23:00,2026-07-14T03:00:00+00:00,23.2,2
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-14T00:00,2026-07-14T04:00:00+00:00,22.6,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-14T01:00,2026-07-14T05:00:00+00:00,22.0,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-14T02:00,2026-07-14T06:00:00+00:00,21.3,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-14T03:00,2026-07-14T07:00:00+00:00,20.5,1
New York City,2026-07-13T00:07:16.666922+00:00,2026-07-14T04:00,2026-07-14T08:00:00+00:00,20.3,1
