city,fetched_at_utc,datetime_local,datetime_utc,temp_c,precip_prob_pct
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T00:00,2026-03-18T04:00:00+00:00,-0.7,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T01:00,2026-03-18T05:00:00+00:00,-1.2,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T02:00,2026-03-18T06:00:00+00:00,-1.5,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T03:00,2026-03-18T07:00:00+00:00,-1.6,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T04:00,2026-03-18T08:00:00+00:00,-1.8,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T05:00,2026-03-18T09:00:00+00:00,-2.2,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T06:00,2026-03-18T10:00:00+00:00,-2.4,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T07:00,2026-03-18T11:00:00+00:00,-2.4,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T08:00,2026-03-18T12:00:00+00:00,-2.4,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T09:00,2026-03-18T13:00:00+00:00,-2.1,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T10:00,2026-03-18T14:00:00+00:00,-1.6,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T11:00,2026-03-18T15:00:00+00:00,-0.6,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T12:00,2026-03-18T16:00:00+00:00,0.5,1
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T13:00,2026-03-18T17:00:00+00:00,1.7,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T14:00,2026-03-18T18:00:00+00:00,2.8,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T15:00,2026-03-18T19:00:00+00:00,3.0,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T16:00,2026-03-18T20:00:00+00:00,2.8,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T17:00,2026-03-18T21:00:00+00:00,2.1,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T18:00,2026-03-18T22:00:00+00:00,1.1,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T19:00,2026-03-18T23:00:00+00:00,-0.1,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T20:00,2026-03-19T00:00:00+00:00,-1.1,0
New York City,2026-03-18T08:01:55.570445+00:00,2026-03-18T21:00,2026-03-19T01:00:00+00:00,-1.1,0
