condition_id,city,question,token_id,outcome,timestamp_utc,price
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T13:00:12+00:00,0.0015
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T14:00:13+00:00,0.0015
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T15:00:11+00:00,0.0015
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T16:00:09+00:00,0.0015
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T17:00:19+00:00,0.0015
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T18:00:11+00:00,0.0005
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T19:00:15+00:00,0.0005
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T20:00:19+00:00,0.0005
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T21:00:20+00:00,0.0005
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T22:00:20+00:00,0.0005
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,103870597185705089298633253306380061095239702461271720617998613712340082369135,Yes,2026-08-03T23:00:19+00:00,0.0005
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T13:00:11+00:00,0.9985
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T14:00:13+00:00,0.9985
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T15:00:11+00:00,0.9985
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T16:00:09+00:00,0.9985
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T17:00:18+00:00,0.9985
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T18:00:10+00:00,0.9995
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T19:00:14+00:00,0.9995
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T20:00:18+00:00,0.9995
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T21:00:19+00:00,0.9995
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T22:00:18+00:00,0.9995
0x617d8a28129ef3b2482224f22b520becc71d16ffa36f157d7f187c4b0e65cc2d,Houston,Will the highest temperature in Houston be 87°F or below on August 4?,57589402216949761174196683596614238388513432276481445946089361598038248936865,No,2026-08-03T23:00:18+00:00,0.9995
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T13:00:07+00:00,0.0025
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T14:00:07+00:00,0.003
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T15:00:08+00:00,0.003
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T16:00:06+00:00,0.0025
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T17:00:10+00:00,0.0025
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T18:00:07+00:00,0.0025
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T19:00:09+00:00,0.0025
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T20:00:11+00:00,0.0025
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T21:00:10+00:00,0.003
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T22:00:09+00:00,0.003
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,71485683161515879606546866786705543031667617494756833331968329063781685687116,Yes,2026-08-03T23:00:09+00:00,0.003
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T13:00:13+00:00,0.9975
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T14:00:15+00:00,0.997
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T15:00:12+00:00,0.997
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T16:00:10+00:00,0.9975
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T17:00:21+00:00,0.9975
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T18:00:11+00:00,0.9975
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T19:00:16+00:00,0.9975
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T20:00:20+00:00,0.9975
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T21:00:23+00:00,0.997
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T22:00:23+00:00,0.997
0x13cb2693a4258510e5c975d80a83477a399fd3b2fc24236f7de597d2d1462d96,Houston,Will the highest temperature in Houston be between 88-89°F on August 4?,38896739339527336448253890432067437447212110067099983790240393945718060740257,No,2026-08-03T23:00:22+00:00,0.997
