condition_id,city,question,token_id,outcome,timestamp_utc,price
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,205072959621199765025491252535598430446815387289883836160477424889414758699,Yes,2026-09-01T00:00:35+00:00,0.3995
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,205072959621199765025491252535598430446815387289883836160477424889414758699,Yes,2026-09-01T01:00:14+00:00,0.3995
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,205072959621199765025491252535598430446815387289883836160477424889414758699,Yes,2026-09-01T02:00:21+00:00,0.3985
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,205072959621199765025491252535598430446815387289883836160477424889414758699,Yes,2026-09-01T03:00:18+00:00,0.3985
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,205072959621199765025491252535598430446815387289883836160477424889414758699,Yes,2026-09-01T04:00:19+00:00,0.3415
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,205072959621199765025491252535598430446815387289883836160477424889414758699,Yes,2026-09-01T05:00:16+00:00,0.2825
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,205072959621199765025491252535598430446815387289883836160477424889414758699,Yes,2026-09-01T05:14:14+00:00,0.2675
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,7426307494470954305594491799504678855478830560656331581078742502828712704339,No,2026-09-01T00:00:27+00:00,0.6005
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,7426307494470954305594491799504678855478830560656331581078742502828712704339,No,2026-09-01T01:00:12+00:00,0.6005
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,7426307494470954305594491799504678855478830560656331581078742502828712704339,No,2026-09-01T02:00:13+00:00,0.6015
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,7426307494470954305594491799504678855478830560656331581078742502828712704339,No,2026-09-01T03:00:13+00:00,0.6015
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,7426307494470954305594491799504678855478830560656331581078742502828712704339,No,2026-09-01T04:00:16+00:00,0.6585
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,7426307494470954305594491799504678855478830560656331581078742502828712704339,No,2026-09-01T05:00:12+00:00,0.7175
0xea019e895f1c5f7a170d90315e3c8c4118648ff41b64187c8e3f6f5998a8b56c,Hong Kong,Will the lowest temperature in Hong Kong be 21°C or below on August 31?,7426307494470954305594491799504678855478830560656331581078742502828712704339,No,2026-09-01T05:14:12+00:00,0.7325
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,53399701362847624482205601532886677529534515647391055044942947798735688186406,Yes,2026-09-01T00:00:30+00:00,0.0005
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,53399701362847624482205601532886677529534515647391055044942947798735688186406,Yes,2026-09-01T01:00:13+00:00,0.0005
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,53399701362847624482205601532886677529534515647391055044942947798735688186406,Yes,2026-09-01T02:00:16+00:00,0.0005
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,53399701362847624482205601532886677529534515647391055044942947798735688186406,Yes,2026-09-01T03:00:15+00:00,0.0005
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,53399701362847624482205601532886677529534515647391055044942947798735688186406,Yes,2026-09-01T04:00:17+00:00,0.0005
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,53399701362847624482205601532886677529534515647391055044942947798735688186406,Yes,2026-09-01T05:00:14+00:00,0.0005
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,53399701362847624482205601532886677529534515647391055044942947798735688186406,Yes,2026-09-01T05:14:13+00:00,0.0005
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,13132105955473756626737995386872379175811121939997700880834073321729265137206,No,2026-09-01T00:00:33+00:00,0.9995
0x975c4bd4a5cf5f1e904cd81e90879088d9a3bb84ca665f3191f3528c4c227f19,Hong Kong,Will the lowest temperature in Hong Kong be 22°C on August 31?,13132105955473756626737995386872379175811121939997700880834073321729265137206,No,2026-09-01T01:00:14+00:00,0.9995
